,Product,Stage,SecSite,Region,Presentation,Year,Site,%Protected,TotalRev,RevProtected,RevUnprotected,Target,Actual
1234,Ingredient_S,In Progress,EU,EU,Blister,2021,"PCI, UK",0.3,15000,4500,10500,4,2.5
970,Ingredient_Q,Pre-production,EU,EU,Syringe,2022,AML14,0.8,15000,12000,3000,4,2.5
648,Ingredient_L,In Progress,JAPAC,JAPAC,Vial,2020,AML1,0.25,15000,3750,11250,4,4.0
746,Ingredient_N,Pre-production,EU,EU,Syringe,2023,AML14,0.8,15000,12000,3000,4,2.5
1269,Ingredient_T,Pre-production,ICON - LACAN,ICON - LACAN,Vial,2021,AML14,0.8,15000,12000,3000,4,2.5
301,Ingredient_F,In Progress,ICON - LACAN,ICON - LACAN,Lyo Vial Kit,2019,"PCI, US",0.3,15000,4500,10500,4,4.0
610,Ingredient_L,Pre-production,EU,EU,Vial,2022,AML14,0.8,15000,12000,3000,4,4.0
950,Ingredient_P,In Progress,ICON - LACAN,ICON - LACAN,Vial,2022,AML1,0.25,15000,3750,11250,4,2.5
707,Ingredient_M,In Progress,EU,EU,Syringe,2019,ABR,0.65,15000,9750,5250,4,2.5
222,Ingredient_D,In Progress,JAPAC,JAPAC,Lyo Vial Kit,2020,Bushu,0.35,15000,5250,9750,4,4.0
561,Ingredient_K,In Progress,ICON - LACAN,ICON - LACAN,10cc,2022,AML1,0.25,15000,3750,11250,4,4.0
694,Ingredient_M,Pre-production,US,US,Syringe,2021,AML14,0.8,15000,12000,3000,4,2.5
1000,Ingredient_Q,Pre-production,JAPAC,JAPAC,Syringe,2022,AML14,0.8,15000,12000,3000,4,2.5
326,Ingredient_F,In Progress,US,US,Syringe,2019,AML1,0.25,15000,3750,11250,4,4.0
775,Ingredient_N,Pre-production,JAPAC,JAPAC,Syringe,2022,AML14,0.8,15000,12000,3000,4,2.5
1205,Ingredient_S,Pre-production,EU,EU,Capsule,2022,"Patheon, CA",0.6,15000,9000,6000,4,2.5
484,Ingredient_K,Pre-production,EU,EU,50cc,2020,ADL,1.0,15000,15000,0,4,4.0
389,Ingredient_H,In Progress,US,US,Syringe,2020,AML1,0.25,15000,3750,11250,4,4.0
680,Ingredient_M,Pre-production,ICON - TMEA,ICON - TMEA,Syringe,2022,AML14,0.8,15000,12000,3000,4,2.5
1190,Ingredient_R,In Progress,US,US,Pushtronex,2022,"PCI, US",0.3,15000,4500,10500,4,2.5
456,Ingredient_J,In Progress,ICON - LACAN,ICON - LACAN,Lyo Vial Kit,2022,AML1,0.25,15000,3750,11250,4,4.0
296,Ingredient_F,In Progress,ICON - LACAN,ICON - LACAN,Auto Injector,2019,AML1,0.25,15000,3750,11250,4,4.0
1007,Ingredient_Q,Pre-production,US,US,Syringe,2019,AML14,0.8,15000,12000,3000,4,2.5
780,Ingredient_N,Pre-production,JAPAC,JAPAC,Vial,2022,AML14,0.8,15000,12000,3000,4,2.5
171,Ingredient_C,In Progress,US,US,Vial,2019,AML1,0.25,15000,3750,11250,4,4.0
986,Ingredient_Q,Pre-production,ICON - LACAN,ICON - LACAN,Vial,2023,AML14,0.8,15000,12000,3000,4,2.5
233,Ingredient_E,Pre-production,US,US,Bottle,2021,AML23,0.25,15000,3750,11250,4,4.0
555,Ingredient_K,In Progress,EU,EU,50cc,2021,ABR,0.65,15000,9750,5250,4,4.0
683,Ingredient_M,Pre-production,JAPAC,JAPAC,Syringe,2020,AML14,0.8,15000,12000,3000,4,2.5
265,Ingredient_F,Pre-production,ICON - LACAN,ICON - LACAN,Lyo Vial Kit,2023,AML14,0.8,15000,12000,3000,4,4.0
1072,Ingredient_R,Pre-production,EU,EU,Auto Injector,2019,AML14,0.8,15000,12000,3000,4,2.5
857,Ingredient_O,Pre-production,ICON - LACAN,ICON - LACAN,Lyo Vial Kit,2019,ADL PM2,1.0,15000,15000,0,4,2.5
751,Ingredient_N,Pre-production,EU,EU,Vial,2023,AML14,0.8,15000,12000,3000,4,2.5
770,Ingredient_N,Pre-production,ICON - TMEA,ICON - TMEA,Vial,2022,AML14,0.8,15000,12000,3000,4,2.5
19,Ingredient_B,Pre-production,EU,EU,Auto Injector,2019,AML14,0.8,15000,12000,3000,4,4.0
803,Ingredient_N,In Progress,EU,EU,Vial,2020,ABR,0.65,15000,9750,5250,4,2.5
461,Ingredient_J,In Progress,ICON - TMEA,ICON - TMEA,Lyo Vial Kit,2022,ABR,0.65,15000,9750,5250,4,4.0
1060,Ingredient_Q,In Progress,JAPAC,JAPAC,Vial,2022,AML1,0.25,15000,3750,11250,4,2.5
729,Ingredient_M,In Progress,JAPAC,JAPAC,Syringe,2021,AML1,0.25,15000,3750,11250,4,2.5
1050,Ingredient_Q,In Progress,ICON - TMEA,ICON - TMEA,Vial,2022,ABR,0.65,15000,9750,5250,4,2.5
1302,Ingredient_T,In Progress,ICON - TMEA,ICON - TMEA,Vial,2019,ABR,0.65,15000,9750,5250,4,2.5
1157,Ingredient_R,In Progress,ICON - LACAN,ICON - LACAN,Pushtronex,2019,"PCI, US",0.3,15000,4500,10500,4,2.5
1219,Ingredient_S,Pre-production,JAPAC,JAPAC,Blister,2021,AML23,0.25,15000,3750,11250,4,2.5
1312,Ingredient_T,In Progress,US,US,Vial,2019,AML1,0.25,15000,3750,11250,4,2.5
519,Ingredient_K,Pre-production,JAPAC,JAPAC,50cc,2020,"Patheon, NC",0.6,15000,9000,6000,4,4.0
426,Ingredient_J,Pre-production,ICON - LACAN,ICON - LACAN,Lyo Vial Kit,2023,"Actavis, IT",0.98,15000,14700,300,4,4.0
621,Ingredient_L,Pre-production,JAPAC,JAPAC,Vial,2020,"Patheon, NC",0.6,15000,9000,6000,4,4.0
1210,Ingredient_S,Pre-production,ICON - LACAN,ICON - LACAN,Bottle,2022,"Patheon, CA",0.6,15000,9000,6000,4,2.5
826,Ingredient_N,In Progress,ICON - TMEA,ICON - TMEA,Vial,2023,ABR,0.65,15000,9750,5250,4,2.5
529,Ingredient_K,Pre-production,US,US,30cc,2020,ADL,1.0,15000,15000,0,4,4.0
532,Ingredient_K,Pre-production,US,US,30cc,2023,ADL,1.0,15000,15000,0,4,4.0
501,Ingredient_K,Pre-production,ICON - LACAN,ICON - LACAN,50cc,2022,"Patheon, NC",0.6,15000,9000,6000,4,4.0
587,Ingredient_K,In Progress,JAPAC,JAPAC,30cc,2023,AML1,0.25,15000,3750,11250,4,4.0
121,Ingredient_C,Pre-production,JAPAC,JAPAC,Syringe,2019,AML14,0.8,15000,12000,3000,4,4.0
530,Ingredient_K,Pre-production,US,US,30cc,2021,ADL,1.0,15000,15000,0,4,4.0
337,Ingredient_G,Post-production,Global,Global,Global Post-production,2020,ATO7,0.1,15000,1500,13500,4,4.0
842,Ingredient_N,In Progress,US,US,Vial,2019,AML1,0.25,15000,3750,11250,4,2.5
1204,Ingredient_S,Pre-production,EU,EU,Capsule,2021,"Patheon, CA",0.6,15000,9000,6000,4,2.5
228,Ingredient_D,In Progress,US,US,Lyo Vial Kit,2021,AML1,0.25,15000,3750,11250,4,4.0
1260,Ingredient_S,In Progress,US,US,Bottle,2022,AML23,0.25,15000,3750,11250,4,2.5
438,Ingredient_J,Pre-production,US,US,Lyo Vial Kit,2020,ADL,1.0,15000,15000,0,4,4.0
897,Ingredient_O,In Progress,ICON - TMEA,ICON - TMEA,Lyo Vial Kit,2019,ABR,0.65,15000,9750,5250,4,2.5
978,Ingredient_Q,Pre-production,ICON - LACAN,ICON - LACAN,Syringe,2020,AML14,0.8,15000,12000,3000,4,2.5
766,Ingredient_N,Pre-production,ICON - TMEA,ICON - TMEA,Syringe,2023,AML14,0.8,15000,12000,3000,4,2.5
370,Ingredient_H,Post-production,Global,Global,Global Post-production,2022,ARI5,1.0,15000,15000,0,4,4.0
1206,Ingredient_S,Pre-production,EU,EU,Capsule,2023,"Patheon, CA",0.6,15000,9000,6000,4,2.5
507,Ingredient_K,Pre-production,ICON - TMEA,ICON - TMEA,50cc,2023,"Patheon, NC",0.6,15000,9000,6000,4,4.0
526,Ingredient_K,Pre-production,US,US,10cc,2022,"Patheon, NC",0.6,15000,9000,6000,4,4.0
23,Ingredient_B,Pre-production,EU,EU,Auto Injector,2023,AML14,0.8,15000,12000,3000,4,4.0
880,Ingredient_O,Pre-production,US,US,Lyo Vial or Lyo Vial Kit; 125ug SKU,2022,"Patheon, IT",0.6,15000,9000,6000,4,2.5
753,Ingredient_N,Pre-production,ICON - LACAN,ICON - LACAN,Syringe,2020,AML14,0.8,15000,12000,3000,4,2.5
724,Ingredient_M,In Progress,ICON - TMEA,ICON - TMEA,Syringe,2021,ABR,0.65,15000,9750,5250,4,2.5
719,Ingredient_M,In Progress,ICON - LACAN,ICON - LACAN,Syringe,2021,AML1,0.25,15000,3750,11250,4,2.5
365,Ingredient_H,Pre-production,US,US,Syringe,2022,"Patheon, IT",0.6,15000,9000,6000,4,4.0
909,Ingredient_O,In Progress,US,US,Lyo Vial Kit,2021,AML1,0.25,15000,3750,11250,4,2.5
875,Ingredient_O,Pre-production,US,US,"Lyo Vial or Lyo Vial Kit, 250ug and 500ug",2022,ADL PM2,1.0,15000,15000,0,4,2.5
651,Ingredient_L,In Progress,JAPAC,JAPAC,Vial,2023,AML1,0.25,15000,3750,11250,4,4.0
36,Ingredient_B,Pre-production,ICON - LACAN,ICON - LACAN,Syringe,2023,AML14,0.8,15000,12000,3000,4,4.0
257,Ingredient_F,Pre-production,ICON - LACAN,ICON - LACAN,Auto Injector,2020,AML14,0.8,15000,12000,3000,4,4.0
583,Ingredient_K,In Progress,JAPAC,JAPAC,30cc,2019,AML1,0.25,15000,3750,11250,4,4.0
666,Ingredient_M,Pre-production,EU,EU,Syringe,2023,AML14,0.8,15000,12000,3000,4,2.5
1119,Ingredient_R,Pre-production,US,US,Auto Injector,2021,AML14,0.8,15000,12000,3000,4,2.5
783,Ingredient_N,Pre-production,US,US,Syringe,2020,AML14,0.8,15000,12000,3000,4,2.5
175,Ingredient_C,In Progress,US,US,Vial,2023,AML1,0.25,15000,3750,11250,4,4.0
664,Ingredient_M,Pre-production,EU,EU,Syringe,2021,AML14,0.8,15000,12000,3000,4,2.5
430,Ingredient_J,Pre-production,ICON - TMEA,ICON - TMEA,Lyo Vial Kit,2022,ADL,1.0,15000,15000,0,4,4.0
1048,Ingredient_Q,In Progress,ICON - TMEA,ICON - TMEA,Vial,2020,ABR,0.65,15000,9750,5250,4,2.5
22,Ingredient_B,Pre-production,EU,EU,Auto Injector,2022,AML14,0.8,15000,12000,3000,4,4.0
1254,Ingredient_S,In Progress,JAPAC,JAPAC,Blister,2021,"PCI, UK",0.3,15000,4500,10500,4,2.5
628,Ingredient_L,Pre-production,US,US,Vial,2022,AML14,0.8,15000,12000,3000,4,4.0
407,Ingredient_I,Post-production,Global,Global,Global Post-production,2023,AWM,1.0,15000,15000,0,4,4.0
1215,Ingredient_S,Pre-production,ICON - TMEA,ICON - TMEA,Blister,2022,AML23,0.25,15000,3750,11250,4,2.5
576,Ingredient_K,In Progress,ICON - TMEA,ICON - TMEA,50cc,2022,Sharp,0.35,15000,5250,9750,4,4.0
503,Ingredient_K,Pre-production,ICON - TMEA,ICON - TMEA,50cc,2019,"Patheon, NC",0.6,15000,9000,6000,4,4.0
299,Ingredient_F,In Progress,ICON - LACAN,ICON - LACAN,Auto Injector,2022,AML1,0.25,15000,3750,11250,4,4.0
225,Ingredient_D,In Progress,JAPAC,JAPAC,Lyo Vial Kit,2023,Bushu,0.35,15000,5250,9750,4,4.0
892,Ingredient_O,In Progress,ICON - LACAN,ICON - LACAN,Lyo Vial Kit,2019,AML1,0.25,15000,3750,11250,4,2.5
217,Ingredient_D,In Progress,ICON - TMEA,ICON - TMEA,Lyo Vial Kit,2020,AML1,0.25,15000,3750,11250,4,4.0
476,Ingredient_K,Pre-production,EU,EU,10cc,2022,"Patheon, NC",0.6,15000,9000,6000,4,4.0
41,Ingredient_B,Pre-production,ICON - TMEA,ICON - TMEA,Auto Injector,2023,AML14,0.8,15000,12000,3000,4,4.0
1038,Ingredient_Q,In Progress,ICON - LACAN,ICON - LACAN,Vial,2020,AML1,0.25,15000,3750,11250,4,2.5
417,Ingredient_I,In Progress,US,US,Vial,2023,LDC,0.35,15000,5250,9750,4,4.0
929,Ingredient_P,Pre-production,JAPAC,JAPAC,Vial,2021,"Patheon, NC",0.6,15000,9000,6000,4,2.5
971,Ingredient_Q,Pre-production,EU,EU,Syringe,2023,AML14,0.8,15000,12000,3000,4,2.5
37,Ingredient_B,Pre-production,ICON - TMEA,ICON - TMEA,Auto Injector,2019,AML14,0.8,15000,12000,3000,4,4.0
47,Ingredient_B,Pre-production,JAPAC,JAPAC,Auto Injector,2020,AML14,0.8,15000,12000,3000,4,4.0
505,Ingredient_K,Pre-production,ICON - TMEA,ICON - TMEA,50cc,2021,"Patheon, NC",0.6,15000,9000,6000,4,4.0
809,Ingredient_N,In Progress,ICON - LACAN,ICON - LACAN,Syringe,2021,AML1,0.25,15000,3750,11250,4,2.5
198,Ingredient_D,Pre-production,US,US,Lyo Vial Kit,2021,ADL PM2,1.0,15000,15000,0,4,4.0
1202,Ingredient_S,Pre-production,EU,EU,Capsule,2019,"Patheon, CA",0.6,15000,9000,6000,4,2.5
594,Ingredient_K,In Progress,US,US,10cc,2020,AML1,0.25,15000,3750,11250,4,4.0
1066,Ingredient_Q,In Progress,US,US,Syringe,2023,AML1,0.25,15000,3750,11250,4,2.5
596,Ingredient_K,In Progress,US,US,10cc,2022,AML1,0.25,15000,3750,11250,4,4.0
1122,Ingredient_R,Pre-production,US,US,Pushtronex,2019,"Patheon, IT",0.6,15000,9000,6000,4,2.5
808,Ingredient_N,In Progress,ICON - LACAN,ICON - LACAN,Syringe,2020,AML1,0.25,15000,3750,11250,4,2.5
46,Ingredient_B,Pre-production,ICON - TMEA,ICON - TMEA,Syringe,2023,AML14,0.8,15000,12000,3000,4,4.0
949,Ingredient_P,In Progress,ICON - LACAN,ICON - LACAN,Vial,2021,AML1,0.25,15000,3750,11250,4,2.5
456,Ingredient_J,In Progress,ICON - LACAN,ICON - LACAN,Lyo Vial Kit,2022,AML1,0.25,15000,3750,11250,4,4.0
219,Ingredient_D,In Progress,ICON - TMEA,ICON - TMEA,Lyo Vial Kit,2022,AML1,0.25,15000,3750,11250,4,4.0
918,Ingredient_P,Pre-production,ICON - LACAN,ICON - LACAN,Vial,2020,"Patheon, NC",0.6,15000,9000,6000,4,2.5
418,Ingredient_J,Pre-production,EU,EU,Lyo Vial Kit,2019,ADL,1.0,15000,15000,0,4,4.0
293,Ingredient_F,Post-production,Global,Global,Global Post-production,2021,AML6,0.25,15000,3750,11250,4,4.0
165,Ingredient_C,In Progress,JAPAC,JAPAC,Syringe,2023,AML1,0.25,15000,3750,11250,4,4.0
195,Ingredient_D,Pre-production,JAPAC,JAPAC,Lyo Vial Kit,2023,ADL PM2,1.0,15000,15000,0,4,4.0
85,Ingredient_B,In Progress,ICON - TMEA,ICON - TMEA,Auto Injector,2023,ABR,0.65,15000,9750,5250,4,4.0
142,Ingredient_C,In Progress,EU,EU,Auto Injector,2020,ABR,0.65,15000,9750,5250,4,4.0
1015,Ingredient_Q,Pre-production,US,US,Vial,2022,AML14,0.8,15000,12000,3000,4,2.5
1273,Ingredient_T,Pre-production,ICON - TMEA,ICON - TMEA,Vial,2020,AML14,0.8,15000,12000,3000,4,2.5
656,Ingredient_L,In Progress,US,US,Vial,2023,AML1,0.25,15000,3750,11250,4,4.0
764,Ingredient_N,Pre-production,ICON - TMEA,ICON - TMEA,Syringe,2021,AML14,0.8,15000,12000,3000,4,2.5
982,Ingredient_Q,Pre-production,ICON - LACAN,ICON - LACAN,Vial,2019,AML14,0.8,15000,12000,3000,4,2.5
74,Ingredient_B,In Progress,ICON - LACAN,ICON - LACAN,Auto Injector,2020,AML1,0.25,15000,3750,11250,4,4.0
387,Ingredient_H,In Progress,JAPAC,JAPAC,Syringe,2023,Bushu,0.35,15000,5250,9750,4,4.0
101,Ingredient_C,Pre-production,EU,EU,Auto Injector,2019,AML14,0.8,15000,12000,3000,4,4.0
1079,Ingredient_R,Pre-production,EU,EU,Pushtronex,2021,"Patheon, IT",0.6,15000,9000,6000,4,2.5
653,Ingredient_L,In Progress,US,US,Vial,2020,AML1,0.25,15000,3750,11250,4,4.0
1262,Ingredient_T,Pre-production,EU,EU,Vial,2019,AML14,0.8,15000,12000,3000,4,2.5
99,Ingredient_B,In Progress,US,US,Auto Injector,2023,AML1,0.25,15000,3750,11250,4,4.0
548,Ingredient_K,In Progress,EU,EU,30cc,2019,ABR,0.65,15000,9750,5250,4,4.0
1061,Ingredient_Q,In Progress,JAPAC,JAPAC,Vial,2023,AML1,0.25,15000,3750,11250,4,2.5
246,Ingredient_E,In Progress,US,US,Bottle,2019,AML23,0.25,15000,3750,11250,4,4.0
