,Unnamed: 0,Product,Stage,SecSite,Region,Presentation,Year,Site,%Protected,TotalRev,RevProtected,RevUnprotected,Target,Actual
326,326,ProductF,FDP,US,US,Syringe,2019,AML1,0.25,15000,3750,11250,4,4.0
555,555,ProductK,FDP,EU,EU,50cc,2021,ABR,0.65,15000,9750,5250,4,4.0
1113,1113,ProductR,DP,JAPAC,JAPAC,Pushtronex,2021,"Patheon, IT",0.6,15000,9000,6000,4,2.5
906,906,ProductO,FDP,JAPAC,JAPAC,Lyo Vial Kit,2023,ABR,0.65,15000,9750,5250,4,2.5
864,864,ProductO,DP,ICON - TMEA,ICON - TMEA,Lyo Vial Kit,2021,ADL PM2,1.0,15000,15000,0,4,2.5
794,794,ProductN,DS,Global,Global,Global DS,2021,AML7,0.25,15000,3750,11250,4,2.5
260,260,ProductF,DP,ICON - LACAN,ICON - LACAN,Auto Injector,2023,AML14,0.8,15000,12000,3000,4,4.0
325,325,ProductF,FDP,US,US,Reusable Auto Injector,2023,AML1,0.25,15000,3750,11250,4,4.0
1231,1231,ProductS,DS,Global,Global,Global DS,2023,Sumitomo,1.0,15000,15000,0,4,2.5
254,254,ProductE,FDP,US,US,Solution/Ampule,2022,"Catalent, IL",0.35,15000,5250,9750,4,4.0
468,468,ProductJ,FDP,US,US,Lyo Vial Kit,2019,AML1,0.25,15000,3750,11250,4,4.0
350,350,ProductH,DP,ICON - LACAN,ICON - LACAN,Syringe,2022,"Patheon, IT",0.6,15000,9000,6000,4,4.0
590,590,ProductK,FDP,JAPAC,JAPAC,50cc,2021,AML1,0.25,15000,3750,11250,4,4.0
347,347,ProductH,DP,EU,EU,Syringe,2022,"Patheon, IT",0.6,15000,9000,6000,4,4.0
930,930,ProductP,DP,JAPAC,JAPAC,Vial,2022,AML14,0.8,15000,12000,3000,4,2.5
46,46,ProductB,DP,ICON - TMEA,ICON - TMEA,Syringe,2023,AML14,0.8,15000,12000,3000,4,4.0
544,544,ProductK,FDP,EU,EU,10cc,2020,ABR,0.65,15000,9750,5250,4,4.0
155,155,ProductC,FDP,ICON - LACAN,ICON - LACAN,Syringe,2023,AML1,0.25,15000,3750,11250,4,4.0
1128,1128,ProductR,DP,US,US,Syringe,2020,AML14,0.8,15000,12000,3000,4,2.5
1250,1250,ProductS,FDP,ICON - TMEA,ICON - TMEA,Blister,2022,"PCI, UK",0.3,15000,4500,10500,4,2.5
202,202,ProductD,DS,Global,Global,Global DS,2020,"Lonza, UK",1.0,15000,15000,0,4,4.0
1314,1314,ProductT,FDP,US,US,Vial,2021,AML1,0.25,15000,3750,11250,4,2.5
302,302,ProductF,FDP,ICON - LACAN,ICON - LACAN,Lyo Vial Kit,2020,AML1,0.25,15000,3750,11250,4,4.0
1298,1298,ProductT,FDP,ICON - LACAN,ICON - LACAN,Vial,2020,AML1,0.25,15000,3750,11250,4,2.5
986,986,ProductQ,DP,ICON - LACAN,ICON - LACAN,Vial,2023,AML14,0.8,15000,12000,3000,4,2.5
702,702,ProductM,FDP,EU,EU,OnPro,2019,ABR,0.65,15000,9750,5250,4,2.5
230,230,ProductD,FDP,US,US,Lyo Vial Kit,2023,AML1,0.25,15000,3750,11250,4,4.0
73,73,ProductB,FDP,ICON - LACAN,ICON - LACAN,Auto Injector,2019,AML1,0.25,15000,3750,11250,4,4.0
250,250,ProductE,FDP,US,US,Bottle,2023,AML23,0.25,15000,3750,11250,4,4.0
613,613,ProductL,DP,ICON - LACAN,ICON - LACAN,Vial,2020,"Patheon, NC",0.6,15000,9000,6000,4,4.0
8,8,ProductA,DS,Global,Global,Global DS,2020,ASM1,0.4,15000,6000,9000,4,4.0
349,349,ProductH,DP,ICON - LACAN,ICON - LACAN,Syringe,2021,"Patheon, IT",0.6,15000,9000,6000,4,4.0
688,688,ProductM,DP,US,US,OnPro,2020,AML14,0.8,15000,12000,3000,4,2.5
401,401,ProductI,DP,US,US,Vial,2022,AWM,0.98,15000,14700,300,4,4.0
997,997,ProductQ,DP,JAPAC,JAPAC,Syringe,2019,AML14,0.8,15000,12000,3000,4,2.5
397,397,ProductI,DP,EU,EU,Vial,2023,AWM,0.98,15000,14700,300,4,4.0
116,116,ProductC,DP,ICON - TMEA,ICON - TMEA,Syringe,2019,AML14,0.8,15000,12000,3000,4,4.0
901,901,ProductO,FDP,ICON - TMEA,ICON - TMEA,Lyo Vial Kit,2023,ABR,0.65,15000,9750,5250,4,2.5
881,881,ProductO,DP,US,US,Lyo Vial or Lyo Vial Kit; 125ug SKU,2023,"Patheon, IT",0.6,15000,9000,6000,4,2.5
51,51,ProductB,DP,JAPAC,JAPAC,Syringe,2020,AML14,0.8,15000,12000,3000,4,4.0
925,925,ProductP,DP,ICON - TMEA,ICON - TMEA,Vial,2022,AML14,0.8,15000,12000,3000,4,2.5
611,611,ProductL,DP,EU,EU,Vial,2023,AML14,0.8,15000,12000,3000,4,4.0
131,131,ProductC,DP,US,US,Vial,2019,AML14,0.8,15000,12000,3000,4,4.0
816,816,ProductN,FDP,ICON - LACAN,ICON - LACAN,Vial,2023,AML1,0.25,15000,3750,11250,4,2.5
607,607,ProductK,FDP,US,US,50cc,2023,AML1,0.25,15000,3750,11250,4,4.0
398,398,ProductI,DP,US,US,Vial,2019,AWM,0.98,15000,14700,300,4,4.0
1124,1124,ProductR,DP,US,US,Pushtronex,2021,"Patheon, IT",0.6,15000,9000,6000,4,2.5
875,875,ProductO,DP,US,US,"Lyo Vial or Lyo Vial Kit, 250ug and 500ug",2022,ADL PM2,1.0,15000,15000,0,4,2.5
226,226,ProductD,FDP,US,US,Lyo Vial Kit,2019,AML1,0.25,15000,3750,11250,4,4.0
1032,1032,ProductQ,FDP,ICON - LACAN,ICON - LACAN,Syringe,2019,AML1,0.25,15000,3750,11250,4,2.5
286,286,ProductF,DP,US,US,Syringe,2019,AML14,0.8,15000,12000,3000,4,4.0
1220,1220,ProductS,DP,JAPAC,JAPAC,Blister,2022,AML23,0.25,15000,3750,11250,4,2.5
1087,1087,ProductR,DP,ICON - LACAN,ICON - LACAN,Auto Injector,2019,AML14,0.8,15000,12000,3000,4,2.5
752,752,ProductN,DP,ICON - LACAN,ICON - LACAN,Syringe,2019,AML14,0.8,15000,12000,3000,4,2.5
327,327,ProductF,FDP,US,US,Syringe,2020,AML1,0.25,15000,3750,11250,4,4.0
120,120,ProductC,DP,ICON - TMEA,ICON - TMEA,Syringe,2023,AML14,0.8,15000,12000,3000,4,4.0
756,756,ProductN,DP,ICON - LACAN,ICON - LACAN,Syringe,2023,AML14,0.8,15000,12000,3000,4,2.5
97,97,ProductB,FDP,JAPAC,JAPAC,Syringe,2022,AML1,0.25,15000,3750,11250,4,4.0
916,916,ProductP,DP,EU,EU,Vial,2023,AML14,0.8,15000,12000,3000,4,2.5
331,331,ProductG,DP,US,US,Vial,2019,AML14,0.8,15000,12000,3000,4,4.0
964,964,ProductP,FDP,US,US,Vial,2021,AML1,0.25,15000,3750,11250,4,2.5
676,676,ProductM,DP,ICON - LACAN,ICON - LACAN,Syringe,2023,AML14,0.8,15000,12000,3000,4,2.5
76,76,ProductB,FDP,ICON - LACAN,ICON - LACAN,Auto Injector,2022,AML1,0.25,15000,3750,11250,4,4.0
1275,1275,ProductT,DP,ICON - TMEA,ICON - TMEA,Vial,2022,AML14,0.8,15000,12000,3000,4,2.5
1211,1211,ProductS,DP,ICON - LACAN,ICON - LACAN,Bottle,2023,"Patheon, CA",0.6,15000,9000,6000,4,2.5
413,413,ProductI,FDP,US,US,Vial,2019,LDC,0.35,15000,5250,9750,4,4.0
1005,1005,ProductQ,DP,JAPAC,JAPAC,Vial,2022,AML14,0.8,15000,12000,3000,4,2.5
43,43,ProductB,DP,ICON - TMEA,ICON - TMEA,Syringe,2020,AML14,0.8,15000,12000,3000,4,4.0
305,305,ProductF,FDP,ICON - LACAN,ICON - LACAN,Lyo Vial Kit,2023,AML1,0.25,15000,3750,11250,4,4.0
981,981,ProductQ,DP,ICON - LACAN,ICON - LACAN,Syringe,2023,AML14,0.8,15000,12000,3000,4,2.5
1313,1313,ProductT,FDP,US,US,Vial,2020,AML1,0.25,15000,3750,11250,4,2.5
1081,1081,ProductR,DP,EU,EU,Pushtronex,2023,"Patheon, IT",0.6,15000,9000,6000,4,2.5
1204,1204,ProductS,DP,EU,EU,Capsule,2021,"Patheon, CA",0.6,15000,9000,6000,4,2.5
475,475,ProductK,DP,EU,EU,10cc,2021,"Patheon, NC",0.6,15000,9000,6000,4,4.0
1108,1108,ProductR,DP,JAPAC,JAPAC,Auto Injector,2021,AML14,0.8,15000,12000,3000,4,2.5
177,177,ProductD,DP,EU,EU,Lyo Vial Kit,2020,ADL PM2,1.0,15000,15000,0,4,4.0
683,683,ProductM,DP,JAPAC,JAPAC,Syringe,2020,AML14,0.8,15000,12000,3000,4,2.5
310,310,ProductF,FDP,ICON - LACAN,ICON - LACAN,Syringe,2023,AML1,0.25,15000,3750,11250,4,4.0
1080,1080,ProductR,DP,EU,EU,Pushtronex,2022,"Patheon, IT",0.6,15000,9000,6000,4,2.5
689,689,ProductM,DP,US,US,OnPro,2021,AML14,0.8,15000,12000,3000,4,2.5
3,3,ProductA,DP,US,US,Auto Injector,2020,AML14,0.8,15000,12000,3000,4,4.0
1260,1260,ProductS,FDP,US,US,Bottle,2022,AML23,0.25,15000,3750,11250,4,2.5
